,Station name,UIC code,Total travelers 2023,Total travelers 2022,Total travelers 2021,Total travelers 2020,Total travelers 2019,Total travelers 2018,Total travelers 2017,Total travelers 2016,Total travelers 2015
1009,Plouharnel - Carnac,87476416,10191,8496,7653,4877,5478,4199,3127,3714,2590
1010,Plounérin,87473199,1813,1168,362,345,1281,888,817,588,620
1011,Pointe de Grave,87581397,2435,1700,1723,1720,1599,1161,877,832,534
1012,Poitiers,87575001,3718607,3463640,2681891,1897571,3217576,3010346,3189495,2933905,3058508
1013,Pons,87491100,44166,41789,30228,16113,30263,25663,25210,18810,26179
1014,Pont de Briques,87317115,831,2047,2093,1501,3964,3210,3307,3704,4158
1015,Pont de Lignon,87726786,1532,1260,843,376,1401,796,54,174,302
1016,Pont de Rungis Aéroport d'Orly,87546192,601603,565341,453089,253935,684422,724937,770494,800574,831672
1017,Pont de Sallaumines,87345124,3646,3238,3785,2675,12206,10953,10353,10272,11080
1018,Pont-Saint-Esprit,87764555,18675,7241,0,0,0,0,0,0,0
1019,Pont-Saint-Vincent,87141523,63942,48496,31182,27541,35726,33019,32818,33702,36445
1020,Pontarlier,87715003,180138,257295,204283,181980,180972,175873,187007,176395,176497
1021,Pontchâteau,87481846,202706,192590,143556,105595,202871,212620,226241,233789,234195
1022,Pontgibaud,87641316,0,1,22,55,39,417,398,140,292
1023,Porchefontaine,87393165,769993,723565,545751,398498,875987,902371,933001,946641,956155
1024,Pornichet,87481747,197348,180508,128653,91939,140577,120557,124705,114971,104745
1025,Port-Brillet,87478750,42895,40510,28350,24133,51913,59807,65049,62147,61758
1026,Port-Sainte-Marie,87586107,75873,66274,46175,30883,40711,34778,41324,40541,49159
1027,Porté-Puymorens,87611509,5415,4433,2669,1856,2901,2777,2938,2768,2502
1028,Preignac,87582767,6662,6832,8732,5641,5669,4025,5037,5280,7319
1029,Prouvy - Thiant,87343418,2380,2278,1559,878,1246,904,1160,834,828
1030,Pruniers-en-Sologne,87576199,7181,8571,7249,5040,5929,5893,6212,7031,6279
1031,Puybrun,87594754,1813,1688,1060,715,1084,753,916,1325,1505
1032,Pérenchies,87286278,98953,74415,47076,45576,72519,71974,94338,99739,103683
1033,Quesnoy-le-Montant,87317487,0,0,0,0,96,334,431,919,1658
1034,Quiberon,87476457,139301,121766,99587,81868,116138,101288,102061,98968,100798
1035,Rambouillet,87393314,5059405,3874743,3141742,2237887,4690955,4924244,5197945,5380142,5551959
1036,Ranchot,87718338,45792,53452,60692,61972,52998,54018,64734,67180,64787
1037,Raon-l'Étape,87144626,126526,119015,100814,84240,111001,104082,112507,110172,118162
1038,Rassuen,87753426,6240,6380,3925,1340,3035,2946,4220,3299,3614
1039,Reignac-sur-Indre,87571455,6908,14273,18956,23223,35201,42591,43920,48974,49890
1040,Reignier-Ésery,87746511,180261,140539,94568,54124,42475,30905,50371,45608,44274
1041,Reims,87171009,4970676,4309354,3131748,2551210,3820119,3643133,3966061,3751481,3884021
1042,Reims Maison Blanche,87171272,141272,112140,88630,56436,74693,60440,52332,40332,37825
1043,Rennes,87471003,15169003,13921836,9619265,7431788,11588429,10418643,10381870,9411458,9437542
1044,Rethel,87172270,427100,357569,281153,226047,325947,290076,332092,330461,350544
1045,Reuilly,87597039,30196,33387,25018,18104,21607,18355,18483,18211,20358
1046,Revin,87172080,236154,199519,180714,166336,173618,176229,198749,223448,230865
1047,Ria-Sirach,87784660,2305,1145,644,96,788,439,115,74,269
1048,Richwiller,87182675,0,0,0,0,0,0,0,0,0
1049,Romans - Bourg-de-Péage,87761650,449379,425426,341640,247897,408945,335904,404736,370401,368948
1050,Rombas - Clouange,87191734,66116,58928,49059,41738,67381,60009,63890,62424,71512
1051,Romorantin-Lanthenay,87576025,276168,417829,251069,192123,239563,191901,175234,171271,183941
1052,Ronchamp,87185314,43085,51748,41293,36900,41658,30923,31536,31724,33001
1053,Rosheim,87214320,217360,206857,176157,147359,223447,206667,206855,199098,191057
1054,Rosporden,87474155,272283,234588,159298,112547,156659,141427,159285,152470,150292
1055,Roubaix,87286732,127293,137990,115165,110804,221272,186867,162587,129704,110953
1056,Rouessé-Vassé,87396259,1613,2160,1931,1363,3248,2902,1925,2492,2716
1057,Royan,87491803,272843,277670,211716,158081,230667,182523,223983,225274,238199
1058,Réaumont - Saint-Cassien,87747279,137452,142995,113664,90386,132085,114172,107777,97487,103692
1059,Rœux,87342089,25223,23951,17040,14871,21031,21018,23640,22208,23362
1060,Saillagouse,87784835,3713,3754,3157,2307,1934,1514,1487,1368,1847
1061,Saincaize-Meauce,87696260,982,2865,1083,1543,519,909,1823,2364,2798
1062,Saint-Armel,87471318,11929,9486,4317,2892,3120,2828,1909,7797,12016
1063,Saint-Bonnet-de-Rochefort,87641076,7791,5514,3759,4475,7943,5543,5468,5422,5012
1064,Saint-Béron - La Bridoire,87741454,13197,12472,10332,11205,15911,17138,20433,19063,17741
1065,Saint-Chély-d'Apcher,87783241,89724,70962,57364,51956,44600,37726,33932,36039,36898
1066,Saint-Cyprien,87595777,15474,14472,10430,7121,5546,8638,8592,7541,8168
1067,Saint-Fargeau-Ponthierry,87682542,106177,99778,114066,56040,120792,119266,118313,115100,111544
1068,Saint-Fons,87728501,91800,79274,61551,48401,71582,54319,58406,56504,59334
1069,Saint-Germain-du-Puy,87576405,8305,7210,4056,2890,6063,6800,7902,8079,9138
1070,Saint-Germain-les-Belles,87592287,18459,15148,11172,9856,12422,13497,13004,13592,14775
1071,Saint-Germain-sur-Ille,87478016,82209,70433,41967,41260,53527,45270,40523,41635,41942
1072,Saint-Hilaire - Saint-Nazaire,87761684,96987,92489,63464,43997,73432,60475,73427,64778,57959
1073,Saint-Hilaire-de-Riez,87486563,73875,65412,47392,32781,45305,36487,34439,28000,18369
1074,Saint-Jean-de-Maurienne Arvan,87742320,306295,299869,240191,225220,299781,282650,317755,307492,317461
1075,Saint-Julien-en-Genevois,87745430,238398,219126,170739,104246,179201,152415,176615,154983,164120
1076,Saint-Laurent-de-la-Prée - Fouras,87485136,39834,39829,25188,22090,33925,27653,37600,32003,31888
1077,Saint-Laurent-en-Grandvaux,87715417,23100,24545,17898,14777,15068,12442,17453,16952,16064
1078,Saint-Léonard,87144477,11,266,707,1435,4653,10002,12313,11314,11573
1079,Saint-Macaire,87582825,17365,17836,14658,11572,15852,13681,12037,11496,10543
1080,Saint-Marcel,87751701,30282,33614,30502,16471,21771,20576,24478,19709,15702
1081,Saint-Martin-d'Oney,87671495,77123,71106,49728,48972,43527,41402,39972,37447,35243
1082,Saint-Martin-de-Crau,87753681,117531,103233,85119,61043,90873,83479,92036,90739,89200
1083,Saint-Martory,87611103,9948,8440,6717,3550,1634,1819,3906,2707,2770
1084,Saint-Michel - Valloire,87742361,114289,99098,69536,75613,99274,89374,96268,87808,88775
1085,Saint-Nom-la-Bretèche Forêt de Marly,87382481,1615796,1258313,786156,855984,1338668,1361743,1390132,1389478,1426316
1086,Saint-Ouen,87271247,3321018,3120774,1599702,207533,3778187,3826855,3935467,3949540,3942411
1087,Saint-Paterne-Racan,87571554,20475,23542,17235,12765,14497,15918,14218,13857,15542
1088,Saint-Patrice,87571810,15601,21129,15087,9345,10059,9915,8345,8360,8861
1089,Saint-Pierre-Quiberon,87476440,10965,9725,9540,6915,7364,4967,4279,3584,3208
1090,Saint-Pierre-le-Moûtier,87696294,17362,17490,12023,5605,7044,8263,7990,10162,9946
1091,Saint-Pol-sur-Ternoise,87342337,187706,145944,105085,84539,172970,165659,193538,213538,229216
1092,Saint-Priest-Taurion,87592055,20498,21972,19043,20763,18933,17765,23189,24955,27176
1093,Saint-Remy-en-l'Eau,87313288,236,123,96,89,170,92,311,206,632
1094,Saint-Rome-de-Cernon,87783431,5390,3345,1346,943,1656,1755,2114,1974,2808
1095,Saint-Saviol,87575365,42394,37650,29328,23456,33056,28325,34869,36575,36325
1096,Saint-Seurin-sur-l'Isle,87584615,138864,133870,108890,86773,117350,109771,122325,117801,113359
1097,Saint-Sulpice (Tarn),87615344,606070,576379,497472,428034,475920,386354,462238,433790,423116
1098,Saint-Sulpice-Laurière,87592345,43524,38867,31349,29755,37213,33281,39036,46898,48585
1099,Saint-Sébastien,87592493,5523,4818,2989,2321,4365,4003,4868,4985,5263
1100,Saint-Victor-l'Abbaye,87415166,17385,12871,9904,9271,13221,13998,16633,15750,14370
1101,Saint-Vit,87718320,179374,176102,112510,97734,125721,117759,156715,204056,205485
1102,Saint-Yrieix-la-Perche,87592824,22244,26703,21986,12447,25400,19712,26933,27333,27730
1103,Saint-Émilion,87584102,158142,121804,61842,43398,82269,89643,80917,58029,52982
1104,Saint-Étienne La Terrasse,87726158,115984,111779,89370,71454,107576,92732,109293,108047,132894
1105,Saint-Étienne-de-Montluc,87481812,164786,134310,93075,71554,105555,83765,86526,97082,97388
1106,Sainte-Bazeille,87586479,2431,2010,1045,668,657,884,2055,2498,3612
1107,Sainte-Colombe,87715151,11896,26958,18711,15185,12094,13993,16285,13339,13097
1108,Sainte-Cécile-d'Andorge,87775239,2581,1493,1081,831,1044,982,989,1370,1303
1109,Sainte-Eulalie - Carbon-Blanc,87491282,61960,46371,36492,23631,32005,21773,17244,12564,11962
1110,Salles-Courbatiès,87613877,4542,4282,3435,2547,3644,1871,1872,1732,1680
1111,Sarliève - Cournon,87734152,64587,44092,26160,22334,39848,31825,37747,32533,38706
1112,Sarrance,87672766,1236,1571,1468,1021,1771,997,1262,717,61
1113,Saulon,87713628,19378,16714,7968,9809,13891,10578,12828,12051,11223
1114,Seclin,87286518,363457,317594,236080,197066,301904,268269,275348,263085,258739
1115,Sedan,87172254,466520,358878,261514,208443,281671,265254,304460,310422,327997
1116,Septèmes-les-Vallons,87751800,28052,28311,19090,13658,23002,24987,32544,34849,34406
1117,Sermizelles - Vézelay,87683722,17448,15849,10736,7458,12225,8118,9638,8413,9030
1118,Serres,87763722,11563,11638,7988,5138,11608,13227,18488,17619,17529
1119,Servas - Lent,87723791,72041,65465,56746,47446,66259,67559,75840,71460,72225
1120,Sevran Beaudottes,87271445,9294559,7249470,4185252,4159740,8776328,8896630,8956744,8886322,8781293
1121,Sillé-le-Guillaume,87396234,105128,91402,67662,57135,100320,102463,122755,122207,125028
1122,Solignac - Le Vigen,87592246,4834,4249,1466,1044,1752,1234,1900,2047,2572
1123,Somain,87345314,375718,354955,273809,234747,377659,342640,361167,351260,370685
1124,Sommery,87411462,8303,5838,3565,2099,2678,2477,3868,3687,3891
1125,Sospel,87756825,59023,45712,24291,28644,57160,52227,56821,50748,46369
1126,Sotteville-lès-Rouen,87411223,14614,10827,10819,9759,20331,15913,18935,17117,17261
1127,St-Eulien,87175216,10,15,37,3,13,8,24,19,50
1128,Staffelfelden,87182691,86402,65893,51329,50329,68825,68939,68285,64665,67839
1129,Strazeele,87286203,57054,55301,41989,39005,49897,47075,49485,45932,47677
1130,Sénas,87753715,42438,40150,30929,20405,30374,24934,20981,20299,19725
1131,Taillebourg,87491043,0,0,0,0,663,368,453,563,252
1132,Tarare,87721472,577385,554100,442402,348846,538350,477134,533045,500311,507823
1133,Thann Centre,87472605,60669,44853,34360,34474,44953,32137,27435,24094,25570
1134,Theillay,87543199,18856,21728,16028,10604,13704,12958,15058,19187,20697
1135,Thenissey,87713099,3477,3923,2697,3006,5014,5561,5167,6434,7543
1136,Thiennes,87342287,575,712,1449,1797,2785,2717,2154,2326,2180
1137,Thiers,87734475,45886,55036,45203,33449,43341,41587,49162,49971,57483
1138,Thonon-les-Bains,87745646,714703,640419,464183,325977,454026,411424,503268,479575,487033
1139,Tieffenbach - Struth,87215699,73264,72219,53190,39193,63356,65095,60852,58729,54594
1140,Torpes - Boussières,87718114,3124,3799,3324,3100,2743,2086,1492,2373,2288
1141,Toulon Sainte-Musse,87742262,116047,1330,0,0,0,0,0,0,0
1142,Tournus,87725622,406085,411023,323755,252911,283246,238990,264609,244230,276964
1143,Touët-de-l'Escarène,87756817,5268,3462,2339,2130,3107,2585,3027,2368,2019
1144,Traou Nez,87322347,86,111,131,93,178,111,203,233,139
1145,Trappes,87393835,3547034,3413529,3020129,2197802,4133446,4193129,4291263,4324488,4341910
1146,Trie-Château,87381236,34716,35594,39794,17945,33359,36802,48719,55435,57753
1147,Trilport,87116491,1278641,990660,1099328,229698,1199192,1208595,1227870,1222022,1211959
1148,Trouville - Deauville,87444372,867558,879946,650092,493350,819956,666054,775823,734865,762553
1149,Trégonneau - Squiffiec,87473819,1360,1667,747,559,813,703,828,1209,2018
1150,Turenne,87594556,1241,791,728,297,324,504,587,425,400
1151,Uchaud,87775106,4484,3180,4858,2249,1696,1813,1729,1804,2275
1152,Ussel,87594093,62274,73875,57636,43557,55008,50999,61827,59892,70375
1153,Ustaritz Jatxou,87673624,7526,5742,4533,2245,2243,2244,2770,2843,2114
1154,Val de Fontenay,87113712,17503165,16450965,22148961,17692029,17693555,17739617,17900299,17683219,17396627
1155,Valdahon,87718544,209409,210288,147080,154754,172111,150733,173004,151751,158883
1156,Valdahon Camp Militaire,87718601,12941,9246,4328,4850,6273,3377,4331,3147,3740
1157,Valdieu,87181081,0,0,0,0,0,0,0,0,0
1158,Valognes,87447284,270670,251892,181395,142781,237486,217468,245017,237144,251567
1159,Vaucelles,87276626,601907,597564,540145,231976,636093,640196,618343,614590,607360
1160,Vaucresson,87382267,1693539,1723886,1581017,937830,1785206,1752992,1731887,1676989,1601731
1161,Vaux-et-Chantegrue,87715201,635,569,34,39,223,421,799,339,377
1162,Vayres,87584714,73683,64779,44823,32356,46569,32246,23578,19040,18649
1163,Vermenton,87683664,10587,9893,5933,4665,6541,5255,4919,4151,4579
1164,Vern-sur-Seiche,87471029,12430,10521,7695,6368,6696,7889,6678,9349,9368
1165,Vernouillet - Verneuil,87386656,2811279,2641905,2116733,1192386,2651189,2666461,2684922,2656414,2613809
1166,Vert Galant,87271437,6759310,6389699,5453237,3831144,7736030,7925679,8132589,8195679,8215190
1167,Vieilleville,87597633,3558,2430,1403,1677,3417,2504,2819,2749,2273
1168,Villaines-sous-Bois,87272021,93418,97742,86132,28284,94805,85903,89237,80512,72448
1169,Villefranche - Vernet-les-Bains,87784686,295520,266812,230878,145043,138231,133167,149035,147923,149814
1170,Villefranche-de-Lauragais,87615013,284802,263590,225991,184399,226072,176308,222552,220875,219910
1171,Villefranche-de-Rouergue,87613893,80605,70128,51984,40134,66546,60264,72893,71022,69147
1172,Villefranche-sur-Mer,87756361,654801,503934,291617,242292,537737,411448,517403,401753,407823
1173,Villeherviers,87576165,13841,16920,10829,7509,8533,9830,10664,9949,9107
1174,Villeneuve-sur-Allier,87696310,437,548,689,620,874,149,190,265,172
1175,Villeneuve-sur-Yonne,87683219,71504,69430,46759,34580,53213,41845,46191,45945,51020
1176,Villeparisis - Mitry-le-Neuf,87271510,4599436,3855727,3280952,2035390,4668437,4567191,4475328,4306598,4124084
1177,Villers-sur-Mer,87444398,7083,6722,4892,3706,6889,5775,6951,6601,6884
1178,Villiers - Neauphle - Pontchartrain,87393884,695997,754106,599810,314358,915771,885357,870952,831616,790827
1179,Villiers Montbarbin,87116749,76628,53041,58772,26840,64214,61424,58900,55391,51920
1180,Villiers-sur-Marne - Le Plessis-Trévise,87113795,8193562,7700718,5653263,3664906,8146119,8276068,8434061,8426955,8383560
1181,Viry-Noureuil,87297051,840,354,427,195,280,390,278,549,1064
1182,Vis à Marles,87342535,21418,17063,11616,8560,35853,34515,36865,37280,36675
1183,Vitry-sur-Seine,87545293,4012166,3770683,2037788,1535384,4565282,4630398,4695475,4676851,4636524
1184,Vitré,87471508,1094295,976658,690968,591362,831668,756074,752567,718364,709991
1185,Volvic,87641423,18958,14953,9144,6737,8791,7619,9864,9518,8183
1186,Vonnas,87725820,104874,102171,101754,85383,91327,94344,93489,93865,92618
1187,Voves,87545707,54012,48557,29780,26418,42483,34200,33236,27529,27688
1188,Vrigne-Meuse,87172221,8000,5471,4273,4032,4277,4818,5990,7801,7036
1189,Vézelise,87141606,16410,6608,2646,3218,4113,6844,10559,16887,20218
1190,Wavrin,87286419,73136,69296,55697,52187,98796,89463,100846,101274,108641
1191,Weyersheim,87213678,189583,176599,151081,130434,164563,155497,155940,157555,160298
1192,Willer-sur-Thur,87182584,41410,30849,28054,28158,33144,32699,38078,37509,38789
1193,Wimille - Wimereux,87317123,35330,37020,32514,30981,57719,49319,49904,48853,52573
1194,Ygos-Saint-Saturnin,87671487,43728,38618,32853,24258,24844,26203,29843,27292,22433
1195,Ytrac,87645101,339,139,37,17,49,26,25,34,2
1196,Zornhoff Monswiller,87212217,0,0,0,0,0,0,0,0,0
1197,Èze,87756387,288274,195128,96384,74836,157317,121230,123802,99817,95155
1198,École-Valentin,87710731,9153,8658,5038,3854,6069,5684,6386,6236,7012
1199,Égly,87545475,449620,422514,399633,240867,511516,507089,507106,495986,483439
1200,Épinay - Villetaneuse,87271122,15812883,15327902,13345015,5582345,12886698,12778657,11399541,10968351,11527615
1201,Épinay-sur-Orge,87545228,2380315,2236797,2095084,955407,2707994,2779352,2860910,2889983,2902925
1202,Épluches,87276147,77940,75481,64775,33122,82821,87088,74693,70353,68305
1203,Étain,87175794,133682,111302,96619,88396,88957,68545,71927,68243,74519
1204,Étainhus - Saint-Romain,87413328,73535,55420,49644,42897,63166,51343,53959,55746,62116
1205,Étang-sur-Arroux,87694141,61700,105170,91060,76286,76539,67299,72528,71592,81646
1206,Étriché - Châteauneuf,87484154,42859,38051,25656,20760,50986,61562,57633,55988,57751
1207,Étréchy,87545145,607296,570676,560909,298309,690936,715653,746860,762887,775908
1208,Abbeville,87317362,922376,841557,650701,505759,757362,710325,750298,727081,758410
1209,Albertville,87741645,340193,323762,248996,202236,310114,290751,336210,330624,358299
1210,Alençon,87444711,455836,411567,310971,232970,400220,370206,408691,393130,434601
1211,Altkirch,87182238,337401,292711,250081,217365,322676,303746,310531,286839,284515
1212,Amiens,87313874,6675550,6004673,4729432,3694011,5360735,5244716,5447333,5229456,5324980
1213,Ancenis,87481192,1150015,1023676,775939,623147,998815,926200,962972,892451,861331
1214,Anchamps,87172858,9409,7550,5985,5694,7376,6979,6235,5123,6400
1215,Angers Maître École,87484048,44330,33549,23674,18317,23126,16070,12708,12663,16649
1216,Anizy - Pinon,87296566,116605,97130,76946,59518,87841,75945,83874,80983,87381
1217,Anse Halte,87721324,486744,468208,343949,284335,444151,397142,397242,365763,369752
